title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres
Драйвер на ночь,121012115,2015-06-03T12:00:00.000Z,Художественный,"Юниверсал Пикчерз, Блумхауз Продакшнз, Шамбара Пикчерз, Ай Эм Глобал",США,Джо Карнахан,"Джейсон Блум, Бен Брэй",«18+» - запрещено для детей,,,,,6.3,"комедия,криминал"
Уиджи: Доска дьявола,221037516,2016-10-03T12:00:00.000Z,Художественный,"Блумхауз Продакшнз, Юниверсал Пикчерз",США,Стайлз Уайт,"Джейсон Блум, Майкл Бэй, Эндрю Форм",«18+» - запрещено для детей,,,,,4.9,"ужасы,триллер,детектив"
Уиджи: Доска дьявола,221052414,2014-11-21T12:00:00.000Z,Художественный,"Блумхауз Продакшнз, Юниверсал Пикчерз",США,Стайлз Уайт,"Джейсон Блум, Майкл Бэй, Эндрю Форм",«18+» - запрещено для детей,,,,,4.9,"ужасы,триллер,детектив"
Необыкновенное путешествие Серафимы,114002015,2015-08-14T12:00:00.000Z,Анимационный,"ООО ""КиноАтис""",Россия,"С.Антонов, С.Подивилов, В.Стрельченко, Ю.Пронин","С.Зернов, В.Сотсков, И.Мещан",«6+» - для детей старше 6 лет,,,,,4.3,"мультфильм,фэнтези,приключения"
Молодая кровь (2015),121017415,2015-08-20T12:00:00.000Z,Художественный,Ле Фильм Дю Киоск,Франция,Эмманюэль Берко,"Франсуа Краус, Дени Пино-Валенсьенн",«16+» - для детей старше 16 лет,,,,,6.5,драма
КАРА (ЖЭЗА),111017015,2015-09-24T12:00:00.000Z,Художественный,"ИП Махмутова Гузель Раузитовна (Киностудия ""Махмутфильм"")",Россия,Ф.Махмутов (псевдоним Фанис Камал),Г.Махмутова,«16+» - для детей старше 16 лет,,,,,,
Деган Аз (Зов Сердца),111017215,2015-09-30T12:00:00.000Z,Художественный,"ООО Киностудия ""Чеченфильм""",Россия,Б.Терекбаев,"Б.Терекбаев, А.Яхъяев, М.Вараев, М.Гамзян",«12+» - для детей старше 12 лет,,,,,,
Уоллес и Громит: Проклятие кролика-оборотня.,224003715,2015-04-15T12:00:00.000Z,Анимационный,"Ардман Анимейшнз, Дримуоркс Анимейшн",США,"Стив Бокс, Ник Парк","Клэр Дженнингс, Дэвид Спрокстон, Карла Шелли",«12+» - для детей старше 12 лет,,,,,7.1,"мультфильм,ужасы,фантастика"
Пингвиненок Пороро: Большие гонки,224001915,2015-04-15T12:00:00.000Z,Анимационный,"Окон Студиос, Чина Филм, Симка Интертейнмент, Би Ти Ви Каку Чилдренс Сателлит Ти Ви",Южная Корея - КНР,Юнг Куюн Парк,"Иль Хо Ким, Михал Симка",«0+» - для любой зрительской аудитории,,,,,5.2,"мультфильм,семейный,спорт"
Пингвиненок Пороро: Большие гонки,124001915,2015-04-15T12:00:00.000Z,Анимационный,"Окон Студиос, Чина Филм, Симка Интертейнмент, Би Ти Ви Каку Чилдренс Сателлит Ти Ви",Южная Корея - КНР,Юнг Куюн Парк,"Иль Хо Ким, Михал Симка",«0+» - для любой зрительской аудитории,,,,,5.2,"мультфильм,семейный,спорт"
Спасение._,111004815,2015-04-22T12:00:00.000Z,Художественный,"ООО ""Продюсерский центр Киностудии им. М.Горького"", ООО ""ЭЙРФИЛЬМ"", ОАО ""ТПО ""Киностудия им.М.Горького"", ООО ""Валдай""",Россия,И.Вырыпаев,"С.Зернов, С.Кучмаева",«16+» - для детей старше 16 лет,0.0,28000000.0,42000000.0,Министерство культуры,6.3,"драма,вестерн"
Страшная воля богов,121008115,2015-04-15T12:00:00.000Z,Художественный,Тохо Компани,Япония,Такаси Миике,"Сигедзи Маэда, Мисако Сака, Хисаси Усуи",«18+» - запрещено для детей,,,,,6.5,"ужасы,фантастика"
Хозяин джунглей,121008015,2015-04-13T12:00:00.000Z,Художественный,"Магма Сине, Бонанира Филмз, Мани Филмз, Канана Филмз, Имваль Продюсьонес, Партисипант Медиа, Телевизьон Федераль",Аргентина - Мексика - Бразилия - Франция - США,Пабло Фендрик,"Гаэль Гарсиа Берналь, Хуан Пабло Гильотта, Наталиа Видела Пенья",«18+» - запрещено для детей,,,,,5.1,"драма,вестерн"
Зажигая звезды,121008215,2015-04-15T12:00:00.000Z,Художественный,"Мэд с Бёдс, Масномис, Ворк Интернэшнл Сейлз",Великобритания,Энди Годдар,"Стив Кларк-Холл, Эндрю Райч,Энди Эванс",«16+» - для детей старше 16 лет,,,,,5.8,"драма,биография"
Родина .,111017615,2015-10-07T12:00:00.000Z,Художественный,"ООО ""Кинокомпания ""СТВ""",Россия,П.Буслов,С.Сельянов,«18+» - запрещено для детей,,,,,8.1,"триллер,драма,криминал"
В поисках света,126003015,2015-10-13T12:00:00.000Z,Прочие,Мамаки Продакшнз,Швеция - США,Арнольд Гискин,"Дмитрий Валлен, Арнольд Гискин, Ксения Кулешова",«6+» - для детей старше 6 лет,,,,,6.1,"комедия,фэнтези,мелодрама"
Мустанг (2015),121020715,2015-10-16T12:00:00.000Z,Художественный,"Си Джи Синема, Вистамар Продуцион, Уландфилм, Бам Филм, Кинолоджи, Канал +, Сине +, Еуроимаж, Туркиш Культюр Министери, Сентр Националь де ля Синематографи",Франция - Германия - Турция - Катар,Дениз Гамзе Эргювен,"Патрик Андре, Шарль Жилибер, Франк Хенше",«16+» - для детей старше 16 лет,,,,,7.1,драма
